ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
1819,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,2009,F,Female,37.01,PT,Percent,C,Country data,G,Global,"Geographical coverage: Total national, excluding some areas",LFS - Labour Force Survey,2021,sex,
1820,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,498,Republic of Moldova,MDA,28.4650624,47.20236795,Europe and Northern America,2005,F,Female,38.85,PT,Percent,C,Country data,G,Global,,LFS - Labour Force Survey,2021,sex,
1821,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,352,Iceland,ISL,-19.02116966,64.79134763,Europe and Northern America,2015,F,Female,38.24,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1822,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,21,Northern America,,,,Europe and Northern America,2015,F,Female,38.27,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1823,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2009,F,Female,38.29,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,LFS - Current Population Survey,2021,sex,
1824,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,578,Norway,NOR,11.47846389,61.34311134,Europe and Northern America,2017,F,Female,38.31,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1825,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,804,Ukraine,UKR,31.40270802,49.00735945,Europe and Northern America,2013,F,Female,38.31,PT,Percent,C,Country data,G,Global,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old",LFS - Labour Force Survey,2021,sex,
1826,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,2013,F,Female,38.32,PT,Percent,C,Country data,G,Global,Population coverage: Excluding both institutional population and armed forces and/or conscripts,LFS - Sample Survey of Employment,2021,sex,
1827,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2007,F,Female,38.32,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,LFS - Current Population Survey,2021,sex,
1828,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2008,F,Female,38.32,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,LFS - Current Population Survey,2021,sex,
1829,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,804,Ukraine,UKR,31.40270802,49.00735945,Europe and Northern America,2006,F,Female,38.33,PT,Percent,C,Country data,G,Global,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old",LFS - Labour Force Survey,2021,sex,
1830,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,419,Latin America and the Caribbean,,,,Latin America and the Caribbean,2014,F,Female,38.33,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1831,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,2006,F,Female,38.34,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - Continous Household Survey,2021,sex,
1832,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,2003,F,Female,38.34,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1833,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,21,Northern America,,,,Europe and Northern America,2010,F,Female,38.35,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1834,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,2008,F,Female,38.36,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts,LFS - Sample Survey of Employment,2021,sex,
1835,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,2013,F,Female,38.38,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
1836,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,2011,F,Female,38.39,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
1837,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,53,Australia and New Zealand,,,,Australia and New Zealand,2019,F,Female,38.39,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,1
1838,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,419,Latin America and the Caribbean,,,,Latin America and the Caribbean,2019,F,Female,38.39,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,1
1839,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,428,Latvia,LVA,26.42461876,56.64196636,Europe and Northern America,2001,F,Female,38.44,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1840,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,2011,F,Female,38.46,PT,Percent,C,Country data,G,Global,Population coverage: Excluding both institutional population and armed forces and/or conscripts,LFS - Sample Survey of Employment,2021,sex,
1841,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,804,Ukraine,UKR,31.40270802,49.00735945,Europe and Northern America,2002,F,Female,38.46,PT,Percent,C,Country data,G,Global,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old",LFS - Labour Force Survey,2021,sex,
1842,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,218,Ecuador,ECU,-78.37005241,-1.447785891,Latin America and the Caribbean,2012,F,Female,38.47,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",2021,sex,
1843,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,250,France,FRA,2.457288129,46.62660861,Europe and Northern America,2010,F,Female,38.49,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1844,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,21,Northern America,,,,Europe and Northern America,2016,F,Female,38.49,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1845,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2017,F,Female,38.51,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1846,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,250,France,FRA,2.457288129,46.62660861,Europe and Northern America,2008,F,Female,38.51,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1847,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,558,Nicaragua,NIC,-85.03060315,12.84210839,Latin America and the Caribbean,2004,F,Female,38.53,PT,Percent,C,Country data,G,Global,Age coverage - minimum age: 10 years old,LFS - Continous Household Survey,2021,sex,
1848,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,2014,F,Female,38.55,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1849,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,2018,F,Female,38.55,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1850,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,2013,F,Female,38.56,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - Continous Household Survey,2021,sex,
1851,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,100,Bulgaria,BGR,25.23763153,42.75731323,Europe and Northern America,2018,F,Female,38.57,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1852,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,2018,F,Female,38.57,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1853,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,2001,F,Female,38.57,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts | Break in series: Methodology revised,LFS - Household Labour Force Survey,2021,sex,
1854,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,68,Bolivia (Plurinational State of),BOL,-64.66224284,-16.71273412,Latin America and the Caribbean,2000,F,Female,38.59,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old,LFS - Continuous Employment Survey,2021,sex,
1855,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,2007,F,Female,38.6,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
1856,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,2010,F,Female,38.6,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,LFS - Labour Force Survey,2021,sex,
1857,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,804,Ukraine,UKR,31.40270802,49.00735945,Europe and Northern America,2008,F,Female,38.61,PT,Percent,C,Country data,G,Global,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old",LFS - Labour Force Survey,2021,sex,
